Sample Number (10 samples per second),t (c)
4005,24.93
4006,24.93
4007,24.93
4008,24.93
4009,24.93
4010,24.93
4011,24.93
4012,24.93
4013,24.93
4014,24.93
4015,24.93
4016,24.93
4017,24.93
4018,24.93
4019,24.93
4020,24.93
4021,24.93
4022,24.93
4023,24.93
4024,24.869999
4025,24.869999
4026,24.869999
4027,24.869999
4028,24.869999
4029,24.869999
4030,24.869999
4031,24.869999
4032,24.869999
4033,24.869999
4034,24.869999
4035,24.869999
4036,24.869999
4037,24.869999
4038,24.869999
4039,24.869999
4040,24.869999
4041,24.869999
4042,24.869999
4043,24.869999
4044,24.869999
4045,24.869999
4046,24.869999
4047,24.869999
4048,24.869999
4049,24.869999
4050,24.869999
4051,24.869999
4052,24.869999
4053,24.869999
4054,24.869999
4055,24.869999
4056,24.81
4057,24.81
4058,24.81
4059,24.869999
4060,24.81
4061,24.81
4062,24.81
4063,24.81
4064,24.81
4065,24.81
4066,24.81
4067,24.81
4068,24.81
4069,24.81
4070,24.81
4071,24.81
4072,24.81
4073,24.81
4074,24.81
4075,24.81
4076,24.81
4077,24.81
4078,24.81
4079,24.81
4080,24.81
4081,24.81
4082,24.81
4083,24.81
4084,24.81
4085,24.81
4086,24.81
4087,24.81
4088,24.81
4089,24.81
4090,24.81
4091,24.81
4092,24.81
4093,24.81
4094,24.75
4095,24.81
4096,24.75
4097,24.75
4098,24.75
4099,24.75
4100,24.75
4101,24.75
4102,24.75
4103,24.75
4104,24.75
4105,24.75
4106,24.75
4107,24.75
4108,24.75
4109,24.75
4110,24.75
4111,24.75
4112,24.75
4113,24.75
4114,24.75
4115,24.75
4116,24.75
4117,24.75
4118,24.75
4119,24.75
4120,24.75
4121,24.75
4122,24.75
4123,24.75
4124,24.75
4125,24.75
4126,24.75
4127,24.75
4128,24.75
4129,24.75
4130,24.68
4131,24.68
4132,24.68
4133,24.68
4134,24.68
4135,24.68
4136,24.68
4137,24.68
4138,24.68
4139,24.68
4140,24.68
4141,24.68
4142,24.68
4143,24.68
4144,24.68
4145,24.68
4146,24.68
4147,24.68
4148,24.68
4149,24.68
4150,24.68
4151,24.68
4152,24.68
4153,24.68
4154,24.68
4155,24.68
4156,24.68
4157,24.68
4158,24.68
4159,24.68
4160,24.68
4161,24.68
4162,24.68
4163,24.68
4164,24.68
4165,24.68
4166,24.68
4167,24.68
4168,24.68
4169,24.68
4170,24.619999
4171,24.619999
4172,24.619999
4173,24.619999
4174,24.619999
4175,24.619999
4176,24.619999
4177,24.619999
4178,24.619999
4179,24.619999
4180,24.619999
4181,24.619999
4182,24.619999
4183,24.619999
4184,24.619999
4185,24.619999
4186,24.619999
4187,24.619999
4188,24.619999
4189,24.619999
4190,24.619999
4191,24.619999
4192,24.619999
4193,24.619999
4194,24.619999
4195,24.619999
4196,24.619999
4197,24.619999
4198,24.619999
4199,24.619999
4200,24.619999
4201,24.619999
4202,24.619999
4203,24.619999
4204,24.619999
4205,24.56
4206,24.56
4207,24.56
4208,24.619999
4209,24.56
4210,24.56
4211,24.56
4212,24.56
4213,24.56
4214,24.56
4215,24.56
4216,24.56
4217,24.56
4218,24.56
4219,24.56
4220,24.56
4221,24.56
4222,24.56
4223,24.56
4224,24.56
4225,24.56
4226,24.56
4227,24.56
4228,24.56
4229,24.56
4230,24.56
4231,24.56
4232,24.56
4233,24.56
4234,24.56
4235,24.56
4236,24.56
4237,24.56
4238,24.56
4239,24.56
4240,24.56
4241,24.56
4242,24.56
4243,24.56
4244,24.56
4245,24.5
4246,24.56
4247,24.56
4248,24.5
4249,24.5
4250,24.5
4251,24.5
4252,24.5
4253,24.5
4254,24.5
4255,24.5
4256,24.5
4257,24.5
4258,24.5
4259,24.5
4260,24.5
4261,24.5
4262,24.5
4263,24.5
4264,24.5
4265,24.5
4266,24.5
4267,24.5
4268,24.5
4269,24.5
4270,24.5
4271,24.5
4272,24.5
4273,24.5
4274,24.5
4275,24.5
4276,24.5
4277,24.5
4278,24.5
4279,24.5
4280,24.5
4281,24.5
4282,24.5
4283,24.5
4284,24.5
4285,24.5
4286,24.5
4287,24.5
4288,24.5
4289,24.56
4290,24.56
4291,24.56
4292,24.56
4293,24.56
4294,24.56
4295,24.56
4296,24.56
4297,24.56
4298,24.56
4299,24.56
4300,24.56
4301,24.56
4302,24.56
4303,24.56
4304,24.56
4305,24.56
4306,24.619999
4307,24.619999
4308,24.619999
4309,24.619999
4310,24.619999
4311,24.619999
4312,24.619999
4313,24.619999
4314,24.619999
4315,24.619999
4316,24.619999
4317,24.68
4318,24.68
4319,24.68
4320,24.68
4321,24.68
4322,24.68
4323,24.68
4324,24.68
4325,24.68
4326,24.75
4327,24.75
4328,24.75
4329,24.75
4330,24.75
4331,24.75
4332,24.75
4333,24.75
4334,24.75
4335,24.81
4336,24.81
4337,24.81
4338,24.81
4339,24.81
4340,24.81
4341,24.81
4342,24.869999
4343,24.869999
4344,24.869999
4345,24.869999
4346,24.869999
4347,24.869999
4348,24.869999
4349,24.869999
4350,24.93
4351,24.93
4352,24.93
4353,24.93
4354,24.93
4355,24.93
4356,25.0
4357,25.0
4358,25.0
4359,25.0
4360,25.0
4361,25.0
4362,25.0
4363,25.06
4364,25.06
4365,25.06
4366,25.06
4367,25.06
4368,25.06
4369,25.119999
4370,25.119999
4371,25.119999
4372,25.119999
4373,25.119999
4374,25.119999
4375,25.119999
4376,25.119999
4377,25.18
4378,25.18
4379,25.18
4380,25.18
4381,25.18
4382,25.18
4383,25.18
4384,25.25
4385,25.25
4386,25.25
4387,25.25
4388,25.25
4389,25.25
4390,25.25
4391,25.31
4392,25.31
4393,25.31
4394,25.31
4395,25.31
4396,25.31
4397,25.31
4398,25.369999
4399,25.369999
4400,25.369999
4401,25.369999
4402,25.369999
4403,25.369999
4404,25.369999
4405,25.369999
4406,25.369999
4407,25.369999
4408,25.43
4409,25.43
4410,25.43
4411,25.43
4412,25.43
4413,25.43
4414,25.43
4415,25.43
4416,25.43
4417,25.43
4418,25.43
4419,25.43
4420,25.43
4421,25.5
4422,25.5
4423,25.5
4424,25.43
4425,25.5
4426,25.5
4427,25.5
4428,25.5
4429,25.5
4430,25.5
4431,25.5
4432,25.5
4433,25.5
4434,25.5
4435,25.5
4436,25.5
4437,25.5
4438,25.5
4439,25.5
4440,25.5
4441,25.5
4442,25.5
4443,25.5
4444,25.5
4445,25.5
4446,25.5
4447,25.5
4448,25.56
4449,25.5
4450,25.56
4451,25.56
4452,25.56
4453,25.56
4454,25.56
4455,25.56
4456,25.56
4457,25.56
4458,25.56
4459,25.56
4460,25.56
4461,25.56
4462,25.56
4463,25.56
4464,25.56
4465,25.56
4466,25.56
4467,25.56
4468,25.56
4469,25.5
4470,25.56
4471,25.56
4472,25.56
4473,25.56
4474,25.56
4475,25.56
4476,25.56
4477,25.56
4478,25.56
4479,25.56
4480,25.56
4481,25.56
4482,25.56
4483,25.56
4484,25.56
4485,25.56
4486,25.56
4487,25.56
4488,25.56
4489,25.56
4490,25.5
4491,25.5
4492,25.5
4493,25.5
4494,25.5
4495,25.5
4496,25.5
4497,25.5
4498,25.5
4499,25.5
4500,25.5
4501,25.5
4502,25.5
4503,25.5
4504,25.5
4505,25.5
4506,25.5
4507,25.5
4508,25.5
4509,25.5
4510,25.5
4511,25.5
4512,25.5
4513,25.5
4514,25.5
4515,25.5
4516,25.5
4517,25.5
4518,25.5
4519,25.5
4520,25.5
4521,25.5
4522,25.5
4523,25.5
4524,25.5
4525,25.5
4526,25.5
4527,25.5
4528,25.5
4529,25.5
4530,25.5
4531,25.5
4532,25.5
4533,25.43
4534,25.43
4535,25.43
4536,25.43
4537,25.43
4538,25.43
4539,25.43
4540,25.43
4541,25.43
4542,25.43
4543,25.43
4544,25.43
4545,25.43
4546,25.43
4547,25.43
4548,25.43
4549,25.43
4550,25.43
4551,25.43
4552,25.43
4553,25.43
4554,25.43
4555,25.43
4556,25.43
4557,25.43
4558,25.43
4559,25.43
4560,25.43
4561,25.43
4562,25.43
4563,25.43
4564,25.43
4565,25.369999
4566,25.43
4567,25.369999
4568,25.369999
4569,25.369999
4570,25.369999
4571,25.369999
4572,25.369999
4573,25.369999
4574,25.369999
4575,25.369999
4576,25.369999
4577,25.369999
4578,25.369999
4579,25.369999
4580,25.369999
4581,25.369999
4582,25.369999
4583,25.369999
4584,25.369999
4585,25.369999
4586,25.369999
4587,25.369999
4588,25.369999
4589,25.369999
4590,25.369999
4591,25.369999
4592,25.369999
4593,25.31
4594,25.369999
4595,25.369999
4596,25.31
4597,25.31
4598,25.31
4599,25.31
4600,25.31
4601,25.31
4602,25.31
4603,25.31
4604,25.31
4605,25.31
4606,25.31
4607,25.31
4608,25.31
4609,25.31
4610,25.31
4611,25.31
4612,25.31
4613,25.31
4614,25.31
4615,25.31
4616,25.31
4617,25.31
4618,25.31
4619,25.25
4620,25.25
4621,25.25
4622,25.25
4623,25.31
4624,25.25
4625,25.31
4626,25.25
4627,25.25
4628,25.25
4629,25.25
4630,25.25
4631,25.25
4632,25.25
4633,25.25
4634,25.25
4635,25.25
4636,25.25
4637,25.25
4638,25.25
4639,25.25
4640,25.25
4641,25.25
4642,25.25
4643,25.25
4644,25.25
4645,25.25
4646,25.25
4647,25.25
4648,25.25
4649,25.18
4650,25.25
4651,25.18
4652,25.18
4653,25.18
4654,25.18
4655,25.18
4656,25.18
4657,25.18
4658,25.18
4659,25.18
4660,25.18
4661,25.18
4662,25.18
4663,25.18
4664,25.18
4665,25.18
4666,25.18
4667,25.18
4668,25.18
4669,25.18
4670,25.18
4671,25.18
4672,25.18
4673,25.18
4674,25.18
4675,25.18
4676,25.18
4677,25.119999
4678,25.119999
4679,25.119999
4680,25.119999
4681,25.18
4682,25.119999
4683,25.119999
4684,25.119999
4685,25.119999
4686,25.119999
4687,25.119999
4688,25.119999
4689,25.119999
4690,25.119999
4691,25.119999
4692,25.119999
4693,25.119999
4694,25.119999
4695,25.119999
4696,25.119999
4697,25.119999
4698,25.119999
4699,25.119999
4700,25.119999
4701,25.119999
4702,25.119999
4703,25.119999
4704,25.119999
4705,25.06
4706,25.119999
4707,25.119999
4708,25.119999
4709,25.119999
4710,25.06
4711,25.06
4712,25.06
4713,25.06
4714,25.06
4715,25.06
4716,25.06
4717,25.06
4718,25.06
4719,25.06
4720,25.06
4721,25.06
4722,25.06
4723,25.06
4724,25.06
4725,25.06
4726,25.06
4727,25.06
4728,25.06
4729,25.06
4730,25.06
4731,25.06
4732,25.06
4733,25.06
4734,25.0
4735,25.0
4736,25.0
4737,25.06
4738,25.0
4739,25.0
4740,25.0
4741,25.0
4742,25.0
4743,25.0
4744,25.0
4745,25.0
4746,25.0
4747,25.0
4748,25.0
4749,25.0
4750,25.0
4751,25.0
4752,25.0
4753,25.0
4754,25.0
4755,25.0
4756,25.0
4757,25.0
4758,25.0
4759,25.0
4760,25.0
4761,25.0
4762,25.0
4763,25.0
4764,25.0
4765,25.0
4766,25.0
4767,25.0
4768,25.0
4769,25.0
4770,24.93
4771,24.93
4772,24.93
4773,24.93
4774,24.93
4775,24.93
4776,24.93
4777,24.93
4778,24.93
4779,24.93
4780,24.93
4781,24.93
4782,24.93
4783,24.93
4784,24.93
4785,24.93
4786,24.93
4787,24.93
4788,24.93
4789,24.93
4790,24.93
4791,24.93
4792,24.93
4793,24.93
4794,24.93
4795,24.93
4796,24.93
4797,24.93
4798,24.869999
4799,24.93
4800,24.93
4801,24.869999
4802,24.869999
4803,24.869999
4804,24.869999
4805,24.869999
4806,24.869999
4807,24.869999
4808,24.869999
4809,24.869999
4810,24.869999
4811,24.869999
4812,24.869999
4813,24.869999
4814,24.869999
4815,24.869999
4816,24.869999
4817,24.869999
4818,24.869999
4819,24.869999
4820,24.869999
4821,24.869999
4822,24.869999
4823,24.869999
4824,24.869999
4825,24.869999
4826,24.869999
4827,24.869999
4828,24.869999
4829,24.869999
4830,24.81
4831,24.869999
4832,24.869999
4833,24.869999
4834,24.869999
4835,24.81
4836,24.81
4837,24.81
4838,24.81
4839,24.81
4840,24.81
4841,24.81
4842,24.81
4843,24.81
4844,24.81
4845,24.81
4846,24.81
4847,24.81
4848,24.81
4849,24.81
4850,24.81
4851,24.81
4852,24.81
4853,24.81
4854,24.81
4855,24.81
4856,24.81
4857,24.81
4858,24.81
4859,24.81
4860,24.81
4861,24.81
4862,24.81
4863,24.81
4864,24.81
4865,24.81
4866,24.81
4867,24.81
4868,24.81
4869,24.75
4870,24.75
4871,24.75
4872,24.75
4873,24.75
4874,24.75
4875,24.75
4876,24.75
4877,24.75
4878,24.75
4879,24.75
4880,24.75
4881,24.75
4882,24.75
4883,24.75
4884,24.75
4885,24.75
4886,24.75
4887,24.75
4888,24.75
4889,24.75
4890,24.75
4891,24.75
4892,24.75
4893,24.75
4894,24.75
4895,24.75
4896,24.75
4897,24.75
4898,24.75
4899,24.75
4900,24.75
4901,24.75
4902,24.75
4903,24.75
4904,24.75
4905,24.75
4906,24.68
4907,24.75
4908,24.68
4909,24.68
4910,24.68
4911,24.68
4912,24.68
4913,24.68
4914,24.68
4915,24.68
4916,24.68
4917,24.68
4918,24.68
4919,24.68
4920,24.68
4921,24.68
4922,24.68
4923,24.68
4924,24.68
4925,24.68
4926,24.68
4927,24.68
4928,24.68
4929,24.68
4930,24.68
4931,24.68
4932,24.68
4933,24.68
4934,24.68
4935,24.68
4936,24.68
4937,24.68
4938,24.68
4939,24.68
4940,24.68
4941,24.68
4942,24.619999
4943,24.68
4944,24.68
4945,24.619999
4946,24.619999
4947,24.619999
4948,24.619999
4949,24.619999
4950,24.619999
4951,24.619999
4952,24.619999
4953,24.619999
4954,24.619999
4955,24.619999
4956,24.619999
4957,24.619999
4958,24.619999
4959,24.619999
4960,24.619999
4961,24.619999
4962,24.619999
4963,24.619999
4964,24.619999
4965,24.619999
4966,24.619999
4967,24.619999
4968,24.619999
4969,24.619999
4970,24.619999
4971,24.619999
4972,24.619999
4973,24.619999
4974,24.619999
4975,24.619999
4976,24.619999
4977,24.619999
4978,24.619999
4979,24.619999
4980,24.619999
4981,24.619999
4982,24.56
4983,24.619999
4984,24.619999
4985,24.619999
4986,24.56
4987,24.56
4988,24.619999
4989,24.56
4990,24.56
4991,24.56
4992,24.56
4993,24.56
4994,24.56
4995,24.56
4996,24.56
4997,24.56
4998,24.56
4999,24.56
5000,24.56
5001,24.56
5002,24.56
5003,24.56
5004,24.56
5005,24.56
5006,24.56
5007,24.56
5008,24.56
5009,24.56
5010,24.56
5011,24.56
5012,24.56
5013,24.56
5014,24.56
5015,24.56
5016,24.56
5017,24.56
5018,24.56
5019,24.56
5020,24.56
5021,24.56
5022,24.56
5023,24.56
5024,24.5
5025,24.56
5026,24.5
5027,24.56
5028,24.5
5029,24.5
5030,24.5
5031,24.5
5032,24.5
5033,24.5
5034,24.5
5035,24.5
5036,24.5
5037,24.5
5038,24.5
5039,24.5
5040,24.5
5041,24.5
5042,24.5
5043,24.5
5044,24.5
5045,24.5
5046,24.5
5047,24.5
5048,24.5
5049,24.5
5050,24.5
5051,24.5
5052,24.5
5053,24.5
5054,24.5
5055,24.5
5056,24.5
5057,24.5
5058,24.5
5059,24.5
5060,24.5
5061,24.5
5062,24.5
5063,24.5
5064,24.5
5065,24.5
5066,24.5
5067,24.5
5068,24.56
5069,24.5
5070,24.5
5071,24.56
5072,24.56
5073,24.56
5074,24.56
5075,24.56
5076,24.56
5077,24.56
5078,24.56
5079,24.56
5080,24.56
5081,24.56
5082,24.56
5083,24.56
5084,24.56
5085,24.56
5086,24.619999
5087,24.619999
5088,24.619999
5089,24.619999
5090,24.619999
5091,24.619999
5092,24.619999
5093,24.619999
5094,24.619999
5095,24.619999
5096,24.619999
5097,24.68
5098,24.68
5099,24.68
5100,24.68
5101,24.68
5102,24.68
5103,24.68
5104,24.68
5105,24.75
5106,24.75
5107,24.75
5108,24.75
5109,24.75
5110,24.75
5111,24.75
5112,24.75
5113,24.75
5114,24.81
5115,24.81
5116,24.81
5117,24.81
5118,24.81
5119,24.81
5120,24.81
5121,24.81
5122,24.81
5123,24.81
5124,24.869999
5125,24.869999
5126,24.869999
5127,24.869999
5128,24.869999
5129,24.869999
5130,24.93
5131,24.93
5132,24.93
5133,24.93
5134,24.93
5135,24.93
5136,24.93
5137,25.0
5138,25.0
5139,25.0
5140,25.0
5141,25.0
5142,25.0
5143,25.0
5144,25.06
5145,25.06
5146,25.06
5147,25.06
5148,25.06
5149,25.119999
5150,25.119999
5151,25.119999
5152,25.119999
5153,25.119999
5154,25.119999
5155,25.119999
5156,25.18
5157,25.18
5158,25.18
5159,25.18
5160,25.18
5161,25.18
5162,25.18
5163,25.25
5164,25.25
5165,25.25
5166,25.25
5167,25.25
5168,25.25
5169,25.25
5170,25.25
5171,25.25
5172,25.31
5173,25.31
5174,25.31
5175,25.31
5176,25.31
5177,25.31
5178,25.31
5179,25.369999
5180,25.369999
5181,25.369999
5182,25.369999
5183,25.369999
5184,25.369999
5185,25.369999
5186,25.369999
5187,25.369999
5188,25.43
5189,25.43
5190,25.43
5191,25.43
5192,25.43
5193,25.43
5194,25.43
5195,25.43
5196,25.43
5197,25.43
5198,25.43
5199,25.43
5200,25.43
5201,25.5
5202,25.5
5203,25.5
5204,25.5
5205,25.5
5206,25.5
5207,25.5
5208,25.5
5209,25.5
5210,25.5
5211,25.5
5212,25.5
5213,25.5
5214,25.5
5215,25.5
5216,25.5
5217,25.5
5218,25.56
5219,25.56
5220,25.56
5221,25.56
5222,25.56
5223,25.56
5224,25.56
5225,25.56
5226,25.56
5227,25.56
5228,25.56
5229,25.56
5230,25.56
5231,25.56
5232,25.56
5233,25.56
5234,25.56
5235,25.56
5236,25.56
5237,25.56
5238,25.56
5239,25.56
5240,25.56
5241,25.56
5242,25.56
5243,25.56
5244,25.56
5245,25.56
5246,25.56
5247,25.56
5248,25.56
5249,25.56
5250,25.56
5251,25.56
5252,25.56
5253,25.56
5254,25.56
5255,25.56
5256,25.56
5257,25.56
5258,25.56
5259,25.56
5260,25.56
5261,25.56
5262,25.56
5263,25.56
5264,25.56
5265,25.56
5266,25.56
5267,25.56
5268,25.56
5269,25.56
5270,25.56
5271,25.56
5272,25.56
5273,25.56
5274,25.56
5275,25.56
5276,25.56
5277,25.56
5278,25.56
5279,25.56
5280,25.56
5281,25.56
5282,25.56
5283,25.56
5284,25.56
5285,25.56
5286,25.56
5287,25.56
5288,25.56
5289,25.56
5290,25.56
5291,25.56
5292,25.56
5293,25.56
5294,25.5
5295,25.5
5296,25.5
5297,25.5
5298,25.5
5299,25.5
5300,25.5
5301,25.5
5302,25.5
5303,25.5
5304,25.5
5305,25.5
5306,25.5
5307,25.5
5308,25.5
5309,25.5
5310,25.5
5311,25.5
5312,25.5
5313,25.5
5314,25.5
5315,25.5
5316,25.5
5317,25.5
5318,25.5
5319,25.5
5320,25.5
5321,25.5
5322,25.5
5323,25.5
5324,25.5
5325,25.43
5326,25.5
5327,25.43
5328,25.43
5329,25.5
5330,25.43
5331,25.43
5332,25.43
5333,25.43
5334,25.43
5335,25.43
5336,25.43
5337,25.43
5338,25.43
5339,25.43
5340,25.43
5341,25.43
5342,25.43
5343,25.43
5344,25.43
5345,25.43
5346,25.43
5347,25.43
5348,25.43
5349,25.43
5350,25.43
5351,25.43
5352,25.43
5353,25.43
5354,25.43
5355,25.43
5356,25.369999
5357,25.369999
5358,25.369999
5359,25.369999
5360,25.369999
5361,25.369999
5362,25.369999
5363,25.369999
5364,25.369999
5365,25.369999
5366,25.369999
5367,25.369999
5368,25.369999
5369,25.369999
5370,25.369999
5371,25.369999
5372,25.369999
5373,25.369999
5374,25.369999
5375,25.369999
5376,25.369999
5377,25.369999
5378,25.369999
5379,25.369999
5380,25.369999
5381,25.369999
5382,25.369999
5383,25.31
5384,25.31
5385,25.31
5386,25.31
5387,25.31
5388,25.31
5389,25.31
5390,25.31
5391,25.31
5392,25.31
5393,25.31
5394,25.31
5395,25.31
5396,25.31
5397,25.31
5398,25.31
5399,25.31
5400,25.31
5401,25.31
5402,25.31
5403,25.31
5404,25.31
5405,25.31
5406,25.31
5407,25.31
5408,25.31
5409,25.31
5410,25.31
5411,25.25
5412,25.25
5413,25.25
5414,25.25
5415,25.25
5416,25.25
5417,25.25
5418,25.25
5419,25.25
5420,25.25
5421,25.25
5422,25.25
5423,25.25
5424,25.25
5425,25.25
5426,25.25
5427,25.25
5428,25.25
5429,25.25
5430,25.25
5431,25.25
5432,25.18
5433,25.25
5434,25.25
5435,25.25
5436,25.18
5437,25.18
5438,25.18
5439,25.18
5440,25.18
5441,25.18
5442,25.18
5443,25.18
5444,25.18
5445,25.18
5446,25.18
5447,25.18
5448,25.18
5449,25.18
5450,25.18
5451,25.18
5452,25.18
5453,25.18
5454,25.18
5455,25.18
5456,25.18
5457,25.18
5458,25.18
5459,25.18
5460,25.18
5461,25.18
5462,25.18
5463,25.119999
5464,25.18
5465,25.119999
5466,25.119999
5467,25.119999
5468,25.119999
5469,25.119999
5470,25.119999
5471,25.119999
5472,25.119999
5473,25.119999
5474,25.119999
5475,25.119999
5476,25.119999
5477,25.119999
5478,25.119999
5479,25.119999
5480,25.119999
5481,25.119999
5482,25.119999
5483,25.119999
5484,25.119999
5485,25.119999
5486,25.119999
5487,25.119999
5488,25.119999
5489,25.119999
5490,25.119999
5491,25.06
5492,25.119999
5493,25.06
5494,25.06
5495,25.06
5496,25.06
5497,25.06
5498,25.06
5499,25.06
5500,25.06
5501,25.06
5502,25.06
5503,25.06
5504,25.06
5505,25.06
5506,25.06
5507,25.06
5508,25.06
5509,25.06
5510,25.06
5511,25.06
5512,25.06
5513,25.06
5514,25.06
5515,25.06
5516,25.06
5517,25.06
5518,25.06
5519,25.06
5520,25.06
5521,25.0
5522,25.06
5523,25.0
5524,25.0
5525,25.0
5526,25.0
5527,25.0
5528,25.0
5529,25.0
5530,25.0
5531,25.0
5532,25.0
5533,25.0
5534,25.0
5535,25.0
5536,25.0
5537,25.0
5538,25.0
5539,25.0
5540,25.0
5541,25.0
5542,25.0
5543,25.0
5544,25.0
5545,25.0
5546,25.0
5547,25.0
5548,25.0
5549,25.0
5550,25.0
5551,25.0
5552,25.0
5553,24.93
5554,24.93
5555,24.93
5556,25.0
5557,24.93
5558,24.93
5559,24.93
5560,24.93
5561,24.93
5562,24.93
5563,24.93
5564,24.93
5565,24.93
5566,24.93
5567,24.93
5568,24.93
5569,24.93
5570,24.93
5571,24.93
5572,24.93
5573,24.93
5574,24.93
5575,24.93
5576,24.93
5577,24.93
5578,24.93
5579,24.93
5580,24.93
5581,24.93
5582,24.93
5583,24.869999
5584,24.869999
5585,24.869999
5586,24.869999
5587,24.869999
5588,24.869999
5589,24.869999
5590,24.93
5591,24.869999
5592,24.869999
5593,24.869999
5594,24.869999
5595,24.869999
5596,24.869999
5597,24.869999
5598,24.869999
5599,24.869999
5600,24.869999
5601,24.869999
5602,24.869999
5603,24.869999
5604,24.869999
5605,24.869999
5606,24.869999
5607,24.869999
5608,24.869999
5609,24.869999
5610,24.869999
5611,24.869999
5612,24.869999
5613,24.869999
5614,24.869999
5615,24.869999
5616,24.869999
5617,24.869999
5618,24.81
5619,24.81
5620,24.869999
5621,24.81
5622,24.81
5623,24.869999
5624,24.81
5625,24.81
5626,24.81
5627,24.81
5628,24.81
5629,24.81
5630,24.81
5631,24.81
5632,24.81
5633,24.81
5634,24.81
5635,24.81
5636,24.81
5637,24.81
5638,24.81
5639,24.81
5640,24.81
5641,24.81
5642,24.81
5643,24.81
5644,24.81
5645,24.81
5646,24.81
5647,24.81
5648,24.81
5649,24.81
5650,24.81
5651,24.75
5652,24.75
5653,24.75
5654,24.75
5655,24.75
5656,24.75
5657,24.75
5658,24.75
5659,24.75
5660,24.75
5661,24.75
5662,24.75
5663,24.75
5664,24.75
5665,24.75
5666,24.75
5667,24.75
5668,24.75
5669,24.75
5670,24.75
5671,24.75
5672,24.75
5673,24.75
5674,24.75
5675,24.75
5676,24.75
5677,24.75
5678,24.75
5679,24.75
5680,24.75
5681,24.75
5682,24.75
5683,24.75
5684,24.75
5685,24.75
5686,24.68
5687,24.68
5688,24.75
5689,24.75
5690,24.68
5691,24.68
5692,24.68
5693,24.68
5694,24.68
5695,24.68
5696,24.68
5697,24.68
5698,24.68
5699,24.68
5700,24.68
5701,24.68
5702,24.68
5703,24.68
5704,24.68
5705,24.68
5706,24.68
5707,24.68
5708,24.68
5709,24.68
5710,24.68
5711,24.68
5712,24.68
5713,24.68
5714,24.68
5715,24.68
5716,24.68
5717,24.68
5718,24.68
5719,24.68
5720,24.68
5721,24.68
5722,24.68
5723,24.68
5724,24.619999
5725,24.68
5726,24.68
5727,24.68
5728,24.68
5729,24.619999
5730,24.619999
5731,24.619999
5732,24.619999
5733,24.619999
5734,24.619999
5735,24.619999
5736,24.619999
5737,24.619999
5738,24.619999
5739,24.619999
5740,24.619999
5741,24.619999
5742,24.619999
5743,24.619999
5744,24.619999
5745,24.619999
5746,24.619999
5747,24.619999
5748,24.619999
5749,24.619999
5750,24.619999
5751,24.619999
5752,24.619999
5753,24.619999
5754,24.619999
5755,24.619999
5756,24.619999
5757,24.619999
5758,24.619999
5759,24.619999
5760,24.619999
5761,24.619999
5762,24.619999
5763,24.56
5764,24.619999
5765,24.619999
5766,24.619999
5767,24.619999
5768,24.56
5769,24.56
5770,24.56
5771,24.56
5772,24.56
5773,24.56
5774,24.56
5775,24.56
5776,24.56
5777,24.56
5778,24.56
5779,24.56
5780,24.56
5781,24.56
5782,24.56
5783,24.56
5784,24.56
5785,24.56
5786,24.56
5787,24.56
5788,24.56
5789,24.56
5790,24.56
5791,24.56
5792,24.56
5793,24.56
5794,24.56
5795,24.56
5796,24.56
5797,24.56
5798,24.56
5799,24.56
5800,24.56
5801,24.56
5802,24.56
5803,24.5
5804,24.5
5805,24.5
5806,24.5
5807,24.5
5808,24.5
5809,24.5
5810,24.5
5811,24.5
5812,24.5
5813,24.5
5814,24.5
5815,24.5
5816,24.5
5817,24.5
5818,24.5
5819,24.5
5820,24.5
5821,24.5
5822,24.5
5823,24.5
5824,24.5
5825,24.5
5826,24.5
5827,24.5
5828,24.5
5829,24.5
5830,24.5
5831,24.5
5832,24.5
5833,24.5
5834,24.5
5835,24.5
5836,24.5
5837,24.5
5838,24.5
5839,24.5
5840,24.5
5841,24.5
5842,24.5
5843,24.5
5844,24.5
5845,24.5
5846,24.5
5847,24.56
5848,24.5
5849,24.56
5850,24.56
5851,24.56
5852,24.56
5853,24.56
5854,24.56
5855,24.56
5856,24.56
5857,24.56
5858,24.56
5859,24.56
5860,24.56
5861,24.56
5862,24.56
5863,24.56
5864,24.56
5865,24.56
5866,24.619999
5867,24.619999
5868,24.619999
5869,24.619999
5870,24.619999
5871,24.619999
5872,24.619999
5873,24.619999
5874,24.619999
5875,24.619999
5876,24.619999
5877,24.68
5878,24.68
5879,24.68
5880,24.68
5881,24.68
5882,24.68
5883,24.68
5884,24.68
5885,24.75
5886,24.75
5887,24.75
5888,24.75
5889,24.75
5890,24.75
5891,24.75
5892,24.75
5893,24.75
5894,24.81
5895,24.81
5896,24.81
5897,24.81
5898,24.81
5899,24.81
5900,24.81
5901,24.81
5902,24.869999
5903,24.869999
5904,24.869999
5905,24.869999
5906,24.869999
5907,24.869999
5908,24.869999
5909,24.93
5910,24.93
5911,24.93
5912,24.93
5913,24.93
5914,24.93
5915,24.93
5916,25.0
5917,25.0
5918,25.0
5919,25.0
5920,25.0
5921,25.0
5922,25.0
5923,25.06
5924,25.06
5925,25.06
5926,25.06
5927,25.06
5928,25.06
5929,25.06
5930,25.119999
5931,25.119999
5932,25.119999
5933,25.119999
5934,25.119999
5935,25.18
5936,25.18
5937,25.18
5938,25.18
5939,25.18
5940,25.18
