Sample Number (10 samples per second),t (c)
2065,25.43
2066,25.43
2067,25.43
2068,25.43
2069,25.43
2070,25.43
2071,25.43
2072,25.43
2073,25.43
2074,25.43
2075,25.43
2076,25.43
2077,25.43
2078,25.43
2079,25.5
2080,25.43
2081,25.43
2082,25.5
2083,25.5
2084,25.5
2085,25.5
2086,25.5
2087,25.5
2088,25.5
2089,25.5
2090,25.5
2091,25.5
2092,25.5
2093,25.5
2094,25.5
2095,25.5
2096,25.5
2097,25.5
2098,25.5
2099,25.5
2100,25.5
2101,25.5
2102,25.5
2103,25.5
2104,25.5
2105,25.56
2106,25.5
2107,25.5
2108,25.5
2109,25.56
2110,25.56
2111,25.56
2112,25.56
2113,25.5
2114,25.5
2115,25.5
2116,25.5
2117,25.56
2118,25.5
2119,25.5
2120,25.56
2121,25.56
2122,25.56
2123,25.5
2124,25.56
2125,25.56
2126,25.56
2127,25.56
2128,25.56
2129,25.56
2130,25.56
2131,25.56
2132,25.5
2133,25.5
2134,25.5
2135,25.5
2136,25.56
2137,25.5
2138,25.5
2139,25.5
2140,25.5
2141,25.5
2142,25.5
2143,25.5
2144,25.5
2145,25.5
2146,25.5
2147,25.5
2148,25.5
2149,25.5
2150,25.5
2151,25.5
2152,25.5
2153,25.5
2154,25.5
2155,25.5
2156,25.5
2157,25.5
2158,25.5
2159,25.5
2160,25.5
2161,25.5
2162,25.5
2163,25.5
2164,25.5
2165,25.5
2166,25.5
2167,25.5
2168,25.5
2169,25.5
2170,25.5
2171,25.5
2172,25.5
2173,25.5
2174,25.5
2175,25.5
2176,25.5
2177,25.5
2178,25.43
2179,25.5
2180,25.43
2181,25.5
2182,25.43
2183,25.43
2184,25.43
2185,25.43
2186,25.43
2187,25.43
2188,25.43
2189,25.43
2190,25.43
2191,25.43
2192,25.43
2193,25.43
2194,25.43
2195,25.43
2196,25.43
2197,25.43
2198,25.43
2199,25.43
2200,25.43
2201,25.43
2202,25.43
2203,25.43
2204,25.43
2205,25.43
2206,25.43
2207,25.43
2208,25.43
2209,25.43
2210,25.43
2211,25.43
2212,25.43
2213,25.369999
2214,25.369999
2215,25.43
2216,25.43
2217,25.369999
2218,25.369999
2219,25.369999
2220,25.369999
2221,25.369999
2222,25.369999
2223,25.369999
2224,25.369999
2225,25.369999
2226,25.369999
2227,25.369999
2228,25.369999
2229,25.369999
2230,25.369999
2231,25.369999
2232,25.369999
2233,25.369999
2234,25.369999
2235,25.369999
2236,25.369999
2237,25.369999
2238,25.369999
2239,25.369999
2240,25.31
2241,25.369999
2242,25.369999
2243,25.369999
2244,25.369999
2245,25.31
2246,25.31
2247,25.31
2248,25.31
2249,25.31
2250,25.31
2251,25.31
2252,25.31
2253,25.31
2254,25.31
2255,25.31
2256,25.31
2257,25.31
2258,25.31
2259,25.31
2260,25.31
2261,25.31
2262,25.31
2263,25.31
2264,25.31
2265,25.31
2266,25.31
2267,25.31
2268,25.31
2269,25.31
2270,25.25
2271,25.25
2272,25.31
2273,25.25
2274,25.31
2275,25.25
2276,25.25
2277,25.25
2278,25.25
2279,25.25
2280,25.25
2281,25.25
2282,25.25
2283,25.25
2284,25.25
2285,25.25
2286,25.25
2287,25.25
2288,25.25
2289,25.25
2290,25.25
2291,25.25
2292,25.25
2293,25.25
2294,25.25
2295,25.25
2296,25.25
2297,25.25
2298,25.18
2299,25.18
2300,25.18
2301,25.18
2302,25.18
2303,25.25
2304,25.18
2305,25.18
2306,25.18
2307,25.18
2308,25.18
2309,25.18
2310,25.18
2311,25.18
2312,25.18
2313,25.18
2314,25.18
2315,25.18
2316,25.18
2317,25.18
2318,25.18
2319,25.18
2320,25.18
2321,25.18
2322,25.18
2323,25.18
2324,25.18
2325,25.18
2326,25.18
2327,25.18
2328,25.119999
2329,25.119999
2330,25.119999
2331,25.119999
2332,25.18
2333,25.119999
2334,25.119999
2335,25.119999
2336,25.119999
2337,25.119999
2338,25.119999
2339,25.119999
2340,25.119999
2341,25.119999
2342,25.119999
2343,25.119999
2344,25.119999
2345,25.119999
2346,25.119999
2347,25.119999
2348,25.119999
2349,25.119999
2350,25.119999
2351,25.119999
2352,25.119999
2353,25.119999
2354,25.119999
2355,25.119999
2356,25.119999
2357,25.119999
2358,25.06
2359,25.06
2360,25.06
2361,25.06
2362,25.06
2363,25.06
2364,25.06
2365,25.06
2366,25.06
2367,25.06
2368,25.06
2369,25.06
2370,25.06
2371,25.06
2372,25.06
2373,25.06
2374,25.06
2375,25.06
2376,25.06
2377,25.06
2378,25.06
2379,25.06
2380,25.06
2381,25.06
2382,25.06
2383,25.06
2384,25.06
2385,25.06
2386,25.06
2387,25.0
2388,25.06
2389,25.06
2390,25.0
2391,25.06
2392,25.06
2393,25.0
2394,25.0
2395,25.0
2396,25.0
2397,25.0
2398,25.0
2399,25.0
2400,25.0
2401,25.0
2402,25.0
2403,25.0
2404,25.0
2405,25.0
2406,25.0
2407,25.0
2408,25.0
2409,25.0
2410,25.0
2411,25.0
2412,25.0
2413,25.0
2414,25.0
2415,25.0
2416,25.0
2417,25.0
2418,25.0
2419,25.0
2420,25.0
2421,24.93
2422,25.0
2423,24.93
2424,24.93
2425,24.93
2426,24.93
2427,24.93
2428,24.93
2429,24.93
2430,24.93
2431,24.93
2432,24.93
2433,24.93
2434,24.93
2435,24.93
2436,24.93
2437,24.93
2438,24.93
2439,24.93
2440,24.93
2441,24.93
2442,24.93
2443,24.93
2444,24.93
2445,24.93
2446,24.93
2447,24.93
2448,24.93
2449,24.93
2450,24.93
2451,24.93
2452,24.93
2453,24.869999
2454,24.93
2455,24.93
2456,24.93
2457,24.93
2458,24.869999
2459,24.869999
2460,24.869999
2461,24.869999
2462,24.869999
2463,24.869999
2464,24.869999
2465,24.869999
2466,24.869999
2467,24.869999
2468,24.869999
2469,24.869999
2470,24.869999
2471,24.869999
2472,24.869999
2473,24.869999
2474,24.869999
2475,24.869999
2476,24.869999
2477,24.869999
2478,24.869999
2479,24.869999
2480,24.869999
2481,24.869999
2482,24.869999
2483,24.869999
2484,24.869999
2485,24.869999
2486,24.869999
2487,24.869999
2488,24.869999
2489,24.81
2490,24.869999
2491,24.81
2492,24.81
2493,24.81
2494,24.81
2495,24.869999
2496,24.869999
2497,24.81
2498,24.81
2499,24.81
2500,24.81
2501,24.81
2502,24.81
2503,24.81
2504,24.81
2505,24.81
2506,24.81
2507,24.81
2508,24.81
2509,24.81
2510,24.81
2511,24.81
2512,24.81
2513,24.81
2514,24.81
2515,24.81
2516,24.81
2517,24.81
2518,24.81
2519,24.81
2520,24.81
2521,24.81
2522,24.81
2523,24.81
2524,24.81
2525,24.81
2526,24.81
2527,24.81
2528,24.81
2529,24.75
2530,24.75
2531,24.81
2532,24.75
2533,24.75
2534,24.75
2535,24.75
2536,24.75
2537,24.75
2538,24.75
2539,24.75
2540,24.75
2541,24.75
2542,24.75
2543,24.75
2544,24.75
2545,24.75
2546,24.75
2547,24.75
2548,24.75
2549,24.75
2550,24.75
2551,24.75
2552,24.75
2553,24.75
2554,24.75
2555,24.75
2556,24.75
2557,24.75
2558,24.75
2559,24.75
2560,24.75
2561,24.75
2562,24.75
2563,24.75
2564,24.75
2565,24.75
2566,24.75
2567,24.68
2568,24.75
2569,24.68
2570,24.75
2571,24.75
2572,24.68
2573,24.68
2574,24.68
2575,24.68
2576,24.68
2577,24.68
2578,24.68
2579,24.68
2580,24.68
2581,24.68
2582,24.68
2583,24.68
2584,24.68
2585,24.68
2586,24.68
2587,24.68
2588,24.68
2589,24.68
2590,24.68
2591,24.68
2592,24.68
2593,24.68
2594,24.68
2595,24.68
2596,24.68
2597,24.68
2598,24.68
2599,24.68
2600,24.68
2601,24.68
2602,24.68
2603,24.68
2604,24.68
2605,24.68
2606,24.68
2607,24.68
2608,24.68
2609,24.619999
2610,24.619999
2611,24.619999
2612,24.619999
2613,24.619999
2614,24.619999
2615,24.619999
2616,24.619999
2617,24.619999
2618,24.619999
2619,24.619999
2620,24.619999
2621,24.619999
2622,24.619999
2623,24.619999
2624,24.619999
2625,24.619999
2626,24.619999
2627,24.619999
2628,24.619999
2629,24.619999
2630,24.619999
2631,24.619999
2632,24.619999
2633,24.619999
2634,24.619999
2635,24.619999
2636,24.619999
2637,24.619999
2638,24.619999
2639,24.619999
2640,24.619999
2641,24.619999
2642,24.619999
2643,24.619999
2644,24.619999
2645,24.619999
2646,24.56
2647,24.619999
2648,24.619999
2649,24.619999
2650,24.619999
2651,24.56
2652,24.56
2653,24.56
2654,24.56
2655,24.56
2656,24.56
2657,24.56
2658,24.56
2659,24.56
2660,24.56
2661,24.56
2662,24.56
2663,24.56
2664,24.56
2665,24.56
2666,24.56
2667,24.56
2668,24.56
2669,24.56
2670,24.56
2671,24.56
2672,24.56
2673,24.56
2674,24.56
2675,24.56
2676,24.56
2677,24.56
2678,24.56
2679,24.56
2680,24.56
2681,24.56
2682,24.56
2683,24.56
2684,24.56
2685,24.56
2686,24.56
2687,24.56
2688,24.56
2689,24.56
2690,24.56
2691,24.56
2692,24.56
2693,24.5
2694,24.56
2695,24.56
2696,24.5
2697,24.5
2698,24.5
2699,24.5
2700,24.5
2701,24.5
2702,24.5
2703,24.5
2704,24.5
2705,24.5
2706,24.5
2707,24.5
2708,24.5
2709,24.5
2710,24.5
2711,24.5
2712,24.5
2713,24.5
2714,24.5
2715,24.5
2716,24.5
2717,24.5
2718,24.5
2719,24.5
2720,24.5
2721,24.5
2722,24.5
2723,24.5
2724,24.5
2725,24.5
2726,24.5
2727,24.5
2728,24.5
2729,24.5
2730,24.5
2731,24.5
2732,24.5
2733,24.5
2734,24.56
2735,24.5
2736,24.56
2737,24.5
2738,24.56
2739,24.56
2740,24.56
2741,24.56
2742,24.56
2743,24.56
2744,24.56
2745,24.56
2746,24.56
2747,24.56
2748,24.56
2749,24.56
2750,24.56
2751,24.56
2752,24.619999
2753,24.619999
2754,24.619999
2755,24.619999
2756,24.619999
2757,24.619999
2758,24.619999
2759,24.619999
2760,24.619999
2761,24.619999
2762,24.619999
2763,24.68
2764,24.68
2765,24.68
2766,24.68
2767,24.68
2768,24.68
2769,24.68
2770,24.68
2771,24.68
2772,24.75
2773,24.75
2774,24.75
2775,24.75
2776,24.75
2777,24.75
2778,24.75
2779,24.75
2780,24.81
2781,24.81
2782,24.81
2783,24.81
2784,24.81
2785,24.81
2786,24.81
2787,24.869999
2788,24.869999
2789,24.869999
2790,24.869999
2791,24.869999
2792,24.869999
2793,24.869999
2794,24.869999
2795,24.93
2796,24.93
2797,24.93
2798,24.93
2799,24.93
2800,24.93
2801,25.0
2802,25.0
2803,25.0
2804,25.0
2805,25.0
2806,25.0
2807,25.0
2808,25.06
2809,25.06
2810,25.06
2811,25.06
2812,25.06
2813,25.06
2814,25.119999
2815,25.119999
2816,25.119999
2817,25.119999
2818,25.119999
2819,25.119999
2820,25.119999
2821,25.18
2822,25.18
2823,25.18
2824,25.18
2825,25.18
2826,25.18
2827,25.18
2828,25.18
2829,25.18
2830,25.18
2831,25.25
2832,25.25
2833,25.25
2834,25.25
2835,25.25
2836,25.25
2837,25.25
2838,25.31
2839,25.31
2840,25.31
2841,25.31
2842,25.31
2843,25.31
2844,25.31
2845,25.31
2846,25.31
2847,25.31
2848,25.31
2849,25.369999
2850,25.369999
2851,25.369999
2852,25.369999
2853,25.369999
2854,25.369999
2855,25.369999
2856,25.369999
2857,25.369999
2858,25.369999
2859,25.369999
2860,25.43
2861,25.43
2862,25.43
2863,25.43
2864,25.43
2865,25.43
2866,25.43
2867,25.43
2868,25.43
2869,25.43
2870,25.43
2871,25.43
2872,25.43
2873,25.43
2874,25.43
2875,25.43
2876,25.43
2877,25.43
2878,25.43
2879,25.43
2880,25.5
2881,25.5
2882,25.5
2883,25.43
2884,25.5
2885,25.5
2886,25.5
2887,25.5
2888,25.5
2889,25.5
2890,25.5
2891,25.5
2892,25.5
2893,25.5
2894,25.5
2895,25.5
2896,25.5
2897,25.5
2898,25.5
2899,25.5
2900,25.5
2901,25.5
2902,25.5
2903,25.5
2904,25.5
2905,25.5
2906,25.5
2907,25.5
2908,25.5
2909,25.5
2910,25.5
2911,25.5
2912,25.5
2913,25.5
2914,25.5
2915,25.5
2916,25.5
2917,25.5
2918,25.5
2919,25.5
2920,25.5
2921,25.5
2922,25.5
2923,25.5
2924,25.5
2925,25.5
2926,25.5
2927,25.5
2928,25.5
2929,25.5
2930,25.5
2931,25.5
2932,25.5
2933,25.5
2934,25.5
2935,25.5
2936,25.5
2937,25.5
2938,25.5
2939,25.5
2940,25.5
2941,25.5
2942,25.5
2943,25.5
2944,25.5
2945,25.5
2946,25.5
2947,25.5
2948,25.5
2949,25.5
2950,25.5
2951,25.5
2952,25.5
2953,25.5
2954,25.5
2955,25.5
2956,25.5
2957,25.5
2958,25.5
2959,25.5
2960,25.5
2961,25.5
2962,25.5
2963,25.5
2964,25.5
2965,25.5
2966,25.5
2967,25.5
2968,25.5
2969,25.5
2970,25.5
2971,25.5
2972,25.43
2973,25.43
2974,25.43
2975,25.5
2976,25.43
2977,25.43
2978,25.43
2979,25.43
2980,25.43
2981,25.43
2982,25.43
2983,25.43
2984,25.43
2985,25.43
2986,25.43
2987,25.43
2988,25.43
2989,25.43
2990,25.43
2991,25.43
2992,25.43
2993,25.43
2994,25.43
2995,25.43
2996,25.43
2997,25.43
2998,25.43
2999,25.43
3000,25.43
3001,25.43
3002,25.43
3003,25.43
3004,25.369999
3005,25.43
3006,25.43
3007,25.369999
3008,25.369999
3009,25.369999
3010,25.369999
3011,25.369999
3012,25.369999
3013,25.369999
3014,25.369999
3015,25.369999
3016,25.369999
3017,25.369999
3018,25.369999
3019,25.369999
3020,25.369999
3021,25.369999
3022,25.369999
3023,25.369999
3024,25.369999
3025,25.369999
3026,25.369999
3027,25.369999
3028,25.369999
3029,25.369999
3030,25.369999
3031,25.369999
3032,25.369999
3033,25.31
3034,25.369999
3035,25.369999
3036,25.369999
3037,25.369999
3038,25.369999
3039,25.31
3040,25.31
3041,25.31
3042,25.31
3043,25.31
3044,25.31
3045,25.31
3046,25.31
3047,25.31
3048,25.31
3049,25.31
3050,25.31
3051,25.31
3052,25.31
3053,25.31
3054,25.31
3055,25.31
3056,25.31
3057,25.31
3058,25.31
3059,25.31
3060,25.31
3061,25.31
3062,25.25
3063,25.31
3064,25.31
3065,25.25
3066,25.25
3067,25.25
3068,25.25
3069,25.25
3070,25.25
3071,25.25
3072,25.25
3073,25.25
3074,25.25
3075,25.25
3076,25.25
3077,25.25
3078,25.25
3079,25.25
3080,25.25
3081,25.25
3082,25.25
3083,25.25
3084,25.25
3085,25.25
3086,25.25
3087,25.25
3088,25.25
3089,25.25
3090,25.25
3091,25.25
3092,25.18
3093,25.18
3094,25.18
3095,25.18
3096,25.18
3097,25.18
3098,25.18
3099,25.18
3100,25.18
3101,25.18
3102,25.18
3103,25.18
3104,25.18
3105,25.18
3106,25.18
3107,25.18
3108,25.18
3109,25.18
3110,25.18
3111,25.18
3112,25.18
3113,25.18
3114,25.18
3115,25.18
3116,25.18
3117,25.18
3118,25.18
3119,25.18
3120,25.18
3121,25.18
3122,25.119999
3123,25.119999
3124,25.119999
3125,25.119999
3126,25.119999
3127,25.119999
3128,25.119999
3129,25.119999
3130,25.119999
3131,25.119999
3132,25.119999
3133,25.119999
3134,25.119999
3135,25.119999
3136,25.119999
3137,25.119999
3138,25.119999
3139,25.119999
3140,25.119999
3141,25.119999
3142,25.119999
3143,25.119999
3144,25.119999
3145,25.119999
3146,25.119999
3147,25.119999
3148,25.06
3149,25.119999
3150,25.06
3151,25.119999
3152,25.06
3153,25.06
3154,25.119999
3155,25.06
3156,25.06
3157,25.06
3158,25.06
3159,25.06
3160,25.06
3161,25.06
3162,25.06
3163,25.06
3164,25.06
3165,25.06
3166,25.06
3167,25.06
3168,25.06
3169,25.06
3170,25.06
3171,25.06
3172,25.06
3173,25.06
3174,25.06
3175,25.06
3176,25.06
3177,25.06
3178,25.0
3179,25.06
3180,25.06
3181,25.0
3182,25.06
3183,25.0
3184,25.0
3185,25.0
3186,25.0
3187,25.0
3188,25.0
3189,25.0
3190,25.0
3191,25.0
3192,25.0
3193,25.0
3194,25.0
3195,25.0
3196,25.0
3197,25.0
3198,25.0
3199,25.0
3200,25.0
3201,25.0
3202,25.0
3203,25.0
3204,25.0
3205,25.0
3206,25.0
3207,25.0
3208,25.0
3209,25.0
3210,24.93
3211,24.93
3212,25.0
3213,25.0
3214,24.93
3215,24.93
3216,24.93
3217,24.93
3218,24.93
3219,24.93
3220,24.93
3221,24.93
3222,24.93
3223,24.93
3224,24.93
3225,24.93
3226,24.93
3227,24.93
3228,24.93
3229,24.93
3230,24.93
3231,24.93
3232,24.93
3233,24.93
3234,24.93
3235,24.93
3236,24.93
3237,24.93
3238,24.93
3239,24.93
3240,24.93
3241,24.93
3242,24.93
3243,24.93
3244,24.93
3245,24.869999
3246,24.93
3247,24.93
3248,24.869999
3249,24.869999
3250,24.869999
3251,24.869999
3252,24.869999
3253,24.869999
3254,24.869999
3255,24.869999
3256,24.869999
3257,24.869999
3258,24.869999
3259,24.869999
3260,24.869999
3261,24.869999
3262,24.869999
3263,24.869999
3264,24.869999
3265,24.869999
3266,24.869999
3267,24.869999
3268,24.869999
3269,24.869999
3270,24.869999
3271,24.869999
3272,24.869999
3273,24.869999
3274,24.869999
3275,24.869999
3276,24.869999
3277,24.869999
3278,24.869999
3279,24.869999
3280,24.81
3281,24.869999
3282,24.869999
3283,24.81
3284,24.81
3285,24.81
3286,24.81
3287,24.81
3288,24.81
3289,24.81
3290,24.81
3291,24.81
3292,24.81
3293,24.81
3294,24.81
3295,24.81
3296,24.81
3297,24.81
3298,24.81
3299,24.81
3300,24.81
3301,24.81
3302,24.81
3303,24.81
3304,24.81
3305,24.81
3306,24.81
3307,24.81
3308,24.81
3309,24.81
3310,24.81
3311,24.81
3312,24.81
3313,24.81
3314,24.81
3315,24.81
3316,24.81
3317,24.75
3318,24.75
3319,24.75
3320,24.75
3321,24.75
3322,24.75
3323,24.75
3324,24.75
3325,24.75
3326,24.75
3327,24.75
3328,24.75
3329,24.75
3330,24.75
3331,24.75
3332,24.75
3333,24.75
3334,24.75
3335,24.75
3336,24.75
3337,24.75
3338,24.75
3339,24.75
3340,24.75
3341,24.75
3342,24.75
3343,24.75
3344,24.75
3345,24.75
3346,24.75
3347,24.75
3348,24.75
3349,24.75
3350,24.68
3351,24.75
3352,24.68
3353,24.75
3354,24.68
3355,24.75
3356,24.75
3357,24.68
3358,24.68
3359,24.68
3360,24.68
3361,24.68
3362,24.68
3363,24.68
3364,24.68
3365,24.68
3366,24.68
3367,24.68
3368,24.68
3369,24.68
3370,24.68
3371,24.68
3372,24.68
3373,24.68
3374,24.68
3375,24.68
3376,24.68
3377,24.68
3378,24.68
3379,24.68
3380,24.68
3381,24.68
3382,24.68
3383,24.68
3384,24.68
3385,24.68
3386,24.68
3387,24.68
3388,24.619999
3389,24.68
3390,24.68
3391,24.619999
3392,24.68
3393,24.619999
3394,24.619999
3395,24.68
3396,24.619999
3397,24.619999
3398,24.619999
3399,24.619999
3400,24.619999
3401,24.619999
3402,24.619999
3403,24.619999
3404,24.619999
3405,24.619999
3406,24.619999
3407,24.619999
3408,24.619999
3409,24.619999
3410,24.619999
3411,24.619999
3412,24.619999
3413,24.619999
3414,24.619999
3415,24.619999
3416,24.619999
3417,24.619999
3418,24.619999
3419,24.619999
3420,24.619999
3421,24.619999
3422,24.619999
3423,24.619999
3424,24.619999
3425,24.619999
3426,24.619999
3427,24.619999
3428,24.56
3429,24.619999
3430,24.619999
3431,24.56
3432,24.56
3433,24.56
3434,24.56
3435,24.56
3436,24.56
3437,24.56
3438,24.56
3439,24.56
3440,24.56
3441,24.56
3442,24.56
3443,24.56
3444,24.56
3445,24.56
3446,24.56
3447,24.56
3448,24.56
3449,24.56
3450,24.56
3451,24.56
3452,24.56
3453,24.56
3454,24.56
3455,24.56
3456,24.56
3457,24.56
3458,24.56
3459,24.56
3460,24.56
3461,24.56
3462,24.56
3463,24.56
3464,24.56
3465,24.56
3466,24.56
3467,24.56
3468,24.56
3469,24.5
3470,24.56
3471,24.56
3472,24.56
3473,24.5
3474,24.5
3475,24.5
3476,24.5
3477,24.5
3478,24.5
3479,24.5
3480,24.5
3481,24.5
3482,24.5
3483,24.5
3484,24.5
3485,24.5
3486,24.5
3487,24.5
3488,24.5
3489,24.5
3490,24.5
3491,24.5
3492,24.5
3493,24.5
3494,24.5
3495,24.5
3496,24.5
3497,24.5
3498,24.5
3499,24.5
3500,24.5
3501,24.5
3502,24.5
3503,24.5
3504,24.5
3505,24.5
3506,24.5
3507,24.5
3508,24.5
3509,24.5
3510,24.5
3511,24.5
3512,24.5
3513,24.56
3514,24.56
3515,24.56
3516,24.56
3517,24.56
3518,24.56
3519,24.56
3520,24.56
3521,24.56
3522,24.56
3523,24.56
3524,24.56
3525,24.56
3526,24.56
3527,24.619999
3528,24.619999
3529,24.619999
3530,24.619999
3531,24.619999
3532,24.619999
3533,24.619999
3534,24.619999
3535,24.619999
3536,24.619999
3537,24.619999
3538,24.619999
3539,24.619999
3540,24.619999
3541,24.68
3542,24.68
3543,24.68
3544,24.68
3545,24.68
3546,24.68
3547,24.68
3548,24.68
3549,24.68
3550,24.75
3551,24.75
3552,24.75
3553,24.75
3554,24.75
3555,24.75
3556,24.75
3557,24.75
3558,24.75
3559,24.81
3560,24.81
3561,24.81
3562,24.81
3563,24.81
3564,24.81
3565,24.81
3566,24.869999
3567,24.869999
3568,24.869999
3569,24.869999
3570,24.869999
3571,24.869999
3572,24.869999
3573,24.93
3574,24.93
3575,24.93
3576,24.93
3577,24.93
3578,24.93
3579,24.93
3580,25.0
3581,25.0
3582,25.0
3583,25.0
3584,25.0
3585,25.0
3586,25.0
3587,25.06
3588,25.06
3589,25.06
3590,25.06
3591,25.06
3592,25.06
3593,25.119999
3594,25.119999
3595,25.119999
3596,25.119999
3597,25.119999
3598,25.119999
3599,25.119999
3600,25.119999
3601,25.119999
3602,25.18
3603,25.18
3604,25.18
3605,25.18
3606,25.18
3607,25.18
3608,25.25
3609,25.25
3610,25.25
3611,25.25
3612,25.25
3613,25.25
3614,25.25
3615,25.25
3616,25.25
3617,25.31
3618,25.31
3619,25.31
3620,25.31
3621,25.31
3622,25.31
3623,25.31
3624,25.31
3625,25.31
3626,25.369999
3627,25.369999
3628,25.369999
3629,25.369999
3630,25.369999
3631,25.369999
3632,25.369999
3633,25.369999
3634,25.369999
3635,25.369999
3636,25.43
3637,25.43
3638,25.43
3639,25.43
3640,25.43
3641,25.43
3642,25.43
3643,25.43
3644,25.43
3645,25.43
3646,25.43
3647,25.43
3648,25.43
3649,25.43
3650,25.5
3651,25.5
3652,25.5
3653,25.5
3654,25.5
3655,25.5
3656,25.5
3657,25.5
3658,25.5
3659,25.5
3660,25.5
3661,25.5
3662,25.5
3663,25.5
3664,25.5
3665,25.5
3666,25.5
3667,25.5
3668,25.5
3669,25.5
3670,25.5
3671,25.5
3672,25.5
3673,25.56
3674,25.5
3675,25.56
3676,25.56
3677,25.56
3678,25.56
3679,25.56
3680,25.56
3681,25.56
3682,25.56
3683,25.56
3684,25.56
3685,25.5
3686,25.56
3687,25.56
3688,25.56
3689,25.56
3690,25.56
3691,25.56
3692,25.56
3693,25.56
3694,25.56
3695,25.56
3696,25.56
3697,25.56
3698,25.56
3699,25.5
3700,25.56
3701,25.56
3702,25.56
3703,25.56
3704,25.56
3705,25.56
3706,25.56
3707,25.56
3708,25.56
3709,25.56
3710,25.56
3711,25.56
3712,25.56
3713,25.56
3714,25.56
3715,25.5
3716,25.5
3717,25.5
3718,25.5
3719,25.5
3720,25.5
3721,25.5
3722,25.5
3723,25.5
3724,25.56
3725,25.5
3726,25.5
3727,25.5
3728,25.5
3729,25.5
3730,25.5
3731,25.5
3732,25.5
3733,25.5
3734,25.5
3735,25.5
3736,25.5
3737,25.5
3738,25.5
3739,25.5
3740,25.5
3741,25.5
3742,25.5
3743,25.5
3744,25.5
3745,25.5
3746,25.5
3747,25.5
3748,25.5
3749,25.5
3750,25.5
3751,25.5
3752,25.5
3753,25.43
3754,25.43
3755,25.5
3756,25.43
3757,25.43
3758,25.5
3759,25.43
3760,25.43
3761,25.43
3762,25.43
3763,25.43
3764,25.43
3765,25.43
3766,25.43
3767,25.43
3768,25.43
3769,25.43
3770,25.43
3771,25.43
3772,25.43
3773,25.43
3774,25.43
3775,25.43
3776,25.43
3777,25.43
3778,25.43
3779,25.43
3780,25.43
3781,25.43
3782,25.43
3783,25.43
3784,25.43
3785,25.43
3786,25.43
3787,25.43
3788,25.43
3789,25.43
3790,25.369999
3791,25.43
3792,25.369999
3793,25.369999
3794,25.369999
3795,25.369999
3796,25.369999
3797,25.369999
3798,25.369999
3799,25.369999
3800,25.369999
3801,25.369999
3802,25.369999
3803,25.369999
3804,25.369999
3805,25.369999
3806,25.369999
3807,25.369999
3808,25.369999
3809,25.369999
3810,25.369999
3811,25.369999
3812,25.369999
3813,25.369999
3814,25.369999
3815,25.369999
3816,25.369999
3817,25.31
3818,25.31
3819,25.31
3820,25.31
3821,25.31
3822,25.31
3823,25.31
3824,25.31
3825,25.31
3826,25.31
3827,25.31
3828,25.31
3829,25.31
3830,25.31
3831,25.31
3832,25.31
3833,25.31
3834,25.31
3835,25.31
3836,25.31
3837,25.31
3838,25.31
3839,25.31
3840,25.31
3841,25.31
3842,25.31
3843,25.31
3844,25.25
3845,25.31
3846,25.31
3847,25.25
3848,25.25
3849,25.25
3850,25.25
3851,25.25
3852,25.25
3853,25.25
3854,25.25
3855,25.25
3856,25.25
3857,25.25
3858,25.25
3859,25.25
3860,25.25
3861,25.25
3862,25.25
3863,25.25
3864,25.25
3865,25.25
3866,25.25
3867,25.25
3868,25.25
3869,25.25
3870,25.25
3871,25.25
3872,25.25
3873,25.25
3874,25.18
3875,25.18
3876,25.25
3877,25.18
3878,25.18
3879,25.18
3880,25.18
3881,25.18
3882,25.18
3883,25.18
3884,25.18
3885,25.18
3886,25.18
3887,25.18
3888,25.18
3889,25.18
3890,25.18
3891,25.18
3892,25.18
3893,25.18
3894,25.18
3895,25.18
3896,25.18
3897,25.18
3898,25.18
3899,25.18
3900,25.18
3901,25.18
3902,25.18
3903,25.18
3904,25.119999
3905,25.119999
3906,25.119999
3907,25.119999
3908,25.119999
3909,25.119999
3910,25.119999
3911,25.119999
3912,25.119999
3913,25.119999
3914,25.119999
3915,25.119999
3916,25.119999
3917,25.119999
3918,25.119999
3919,25.119999
3920,25.119999
3921,25.119999
3922,25.119999
3923,25.119999
3924,25.119999
3925,25.119999
3926,25.119999
3927,25.119999
3928,25.119999
3929,25.06
3930,25.119999
3931,25.119999
3932,25.06
3933,25.06
3934,25.06
3935,25.06
3936,25.06
3937,25.06
3938,25.06
3939,25.06
3940,25.06
3941,25.06
3942,25.06
3943,25.06
3944,25.06
3945,25.06
3946,25.06
3947,25.06
3948,25.06
3949,25.06
3950,25.06
3951,25.06
3952,25.06
3953,25.06
3954,25.06
3955,25.06
3956,25.06
3957,25.06
3958,25.06
3959,25.0
3960,25.0
3961,25.06
3962,25.06
3963,25.06
3964,25.0
3965,25.0
3966,25.0
3967,25.0
3968,25.0
3969,25.0
3970,25.0
3971,25.0
3972,25.0
3973,25.0
3974,25.0
3975,25.0
3976,25.0
3977,25.0
3978,25.0
3979,25.0
3980,25.0
3981,25.0
3982,25.0
3983,25.0
3984,25.0
3985,25.0
3986,25.0
3987,25.0
3988,25.0
3989,25.0
3990,25.0
3991,24.93
3992,24.93
3993,24.93
3994,24.93
3995,24.93
3996,24.93
3997,24.93
3998,24.93
3999,24.93
4000,24.93
4001,24.93
4002,24.93
4003,24.93
4004,24.93
